NombreArchivo, NombreCiudad, SHA256Original, Firma Original, Nombre del Evento, SHA256Evento, Firma Evento, Verificación Integridad, Timestamp, Componente, Veredicto, Apariciones, Padre
hashes.sh, Mexico, aefd2c7b42e0db1b64128d4aba3ceaf1a4b22068b2a6e19dfb13b8271cc6a149, OK, S2-Intermedio y S2-Inicial, aefd2c7b42e0db1b64128d4aba3ceaf1a4b22068b2a6e19dfb13b8271cc6a149, OK, SI, 2023-04-20 17:13:56
hashes_inventario.txt, Mexico, a1c4ddc1dd62fc9be5a8a127f756c6cc0718b95d719a0abc7d47705a59178f73, OK, S2-Intermedio y S2-Inicial, 86f5eadb52da8b7214970e5b28918bbce928d2906832beb663cc4d180b368b51, OK, NO, 2023-04-20 17:13:56
/var/lib/tivi-controller/prbintlpi04-bulletin/shared/tivi-collector.json, Mexico, 4ecbddbcba419116d8950e2afadc24f4409bd08c1110412c4549f9facd5ea8f5, OK, S2-Intermedio y S2-Inicial, 4ecbddbcba419116d8950e2afadc24f4409bd08c1110412c4549f9facd5ea8f5, OK, NO, 2023-04-20 17:13:56, File, El conteo de hash no coincide. El hash se repite 2 en el archivo original y 5 en el archivo del evento., 2, hashes_inventario.txt
/var/lib/tivi-controller/openingacttest-bulletin/etc/ssl/private/etcd-ca.pem, Mexico, 4647cb439fbe3a58ebe40f085c7d80694fd5cf01a58ad0a15933ba2f66930ff8, OK, S2-Intermedio y S2-Inicial, 4647cb439fbe3a58ebe40f085c7d80694fd5cf01a58ad0a15933ba2f66930ff8, OK, NO, 2023-04-20 17:13:56, File, El conteo de hash no coincide. El hash se repite 314 en el archivo original y 326 en el archivo del evento., 314, hashes_inventario.txt
/var/lib/tivi-controller/devtest423-bulletin/shared/client-certificates.crt, Mexico, 5e71692ee1b1a812f68d2633c644bf25c81844c67bb01b0cc4a9f8b45d4394fe, OK, S2-Intermedio y S2-Inicial, 5e71692ee1b1a812f68d2633c644bf25c81844c67bb01b0cc4a9f8b45d4394fe, OK, NO, 2023-04-20 17:13:56, File, El conteo de hash no coincide. El hash se repite 95 en el archivo original y 107 en el archivo del evento., 95, hashes_inventario.txt
/var/lib/tivi-controller/prbintlpi03/shared/tivi-collector.json, Mexico, fcddde0821edde768d73a5be2a69d55ff343de2f1e5d622a84286f3afa035e53, OK, S2-Intermedio y S2-Inicial, fcddde0821edde768d73a5be2a69d55ff343de2f1e5d622a84286f3afa035e53, OK, NO, 2023-04-20 17:13:56, File, El conteo de hash no coincide. El hash se repite 2 en el archivo original y 10 en el archivo del evento., 2, hashes_inventario.txt
/var/lib/tivi-controller/prbintlpi02/shared/tivi-voteapp.json, Mexico, 0dc8de0ebbd67c1acf20f9904a584cbbd44e09b53a59ba9f4238b80f7f19ce89, OK, S2-Intermedio y S2-Inicial, 0dc8de0ebbd67c1acf20f9904a584cbbd44e09b53a59ba9f4238b80f7f19ce89, OK, NO, 2023-04-20 17:13:56, File, El conteo de hash no coincide. El hash se repite 2 en el archivo original y 11 en el archivo del evento., 2, hashes_inventario.txt
/var/lib/tivi-controller/prbintlpi03/shared/copy_tivi-voteapp_230214b.html, Mexico, 01bbc6e4b97f3312c6ea48b254ea9757bbb3b528e7d743c638b71bec91437a02, OK, S2-Intermedio y S2-Inicial, 01bbc6e4b97f3312c6ea48b254ea9757bbb3b528e7d743c638b71bec91437a02, OK, NO, 2023-04-20 17:13:56, File, El conteo de hash no coincide. El hash se repite 6 en el archivo original y 30 en el archivo del evento., 6, hashes_inventario.txt
/usr/bin/honeybee-cls, Mexico, 5317a44345ff3b4b4749d213bb8c83b70bee90202eec680db1b0bc775c060a14, OK, S2-Intermedio y S2-Inicial, 5317a44345ff3b4b4749d213bb8c83b70bee90202eec680db1b0bc775c060a14, OK, NO, 2023-04-20 17:13:56, ContainerFile, El conteo de hash no coincide. El hash se repite 144 en el archivo original y 252 en el archivo del evento., 144, hashes_inventario.txt
/var/lib/tivi-controller/prbintlpi02/shared/tivi-voteapp.html, Mexico, 3f919e0d4560b253a3bb5574ccb98ec1dbf0f46041c542cf79960ff8fdd14462, OK, S2-Intermedio y S2-Inicial, 3f919e0d4560b253a3bb5574ccb98ec1dbf0f46041c542cf79960ff8fdd14462, OK, NO, 2023-04-20 17:13:56, File, El conteo de hash no coincide. El hash se repite 6 en el archivo original y 33 en el archivo del evento., 6, hashes_inventario.txt
